abandon   v.抛弃，放弃=1
smack   n.滋味 v.劈啪地响=0
small   adj.小的，不重要的=0
smart   adj.聪明的，漂亮的=0
smash   v.打破，粉碎，猛撞=0
smell   v.嗅,发出气味 n.气味=0
smile   v.,n.微笑=0
smog   n.烟雾=0
smoke   v.冒烟，抽烟 n.烟=0
smoker   n.抽烟者=0
smoking   n.抽烟=0
smooth   adj.平稳的，光滑的=0
smoothly   adv.顺利地，安稳地=0
smuggle   v.走私，夹带=0
smuggler   n.走私者=0
smuggling   n.走私=0
snack   n.快餐，小吃=0
snail   n.蜗牛=0
snake   n.蛇=0
snap   v.,n.折断(声)=0
snatch   v.,n.抢夺，攫取=0
sneak   v.偷偷地逃走、做=0
sneakers   n.旅游鞋=0
sneer   v.,n.嘲笑，讥笑=0
sneeze   v.打喷嚏=0
sniff   v.嗅，闻=0
snob   n.势利小人=0
snobbery   n.势利=0
snobbish   adj.势利的=0
snore   v.打鼾=0
snow   n.雪 v.下雪=0
snowman   n.雪人=0
snowstorm   n.暴风雪=0
snowy   adj.有雪的，下雪的=0
so   adv.这样，也一样=0
soak   v.浸，吸水，湿透=0
soap   n.肥皂=0
soar   v.急速上升，暴涨=0
sob   v.,n.呜咽，啜泣=0
sober   adj.清醒的，冷静的=0
so-called   adj.所谓的=0
soccer   n.足球=0
sociable   adj.善交际的，社交的=0
social   adj.社会的，社会性的=0
socialism   n.社会主义=0
socialist   n.adj.社会主义者、的=0
society   n.社会，协会，社交界=0
sociologist   n.社会学家=0
sociology   n.社会学=0
sock   n.短袜=0
soda   n.苏打，碱，苏打水=0
sodium   n.钠=0
sofa   n.沙发，软椅=0
soft   adj.柔软的，温和的=0
soften   v.使柔软，变软=0
softly   adv.柔软地，温和地=0
softness   n.柔软，温和=0
software   n.软件=0
soil   n.土壤，国土，污秽=0
solar   adj.太阳的=0
soldier   n.士兵，兵=0
sole   adj.唯一的，单独的=0
solely   adv.唯一地，只=0
solemn   adj.正式的，严肃的=0
solicitor   n.律师=0
solid   adj.固体的，牢固的=0
solidarity   n.团结=0
solitary   adj.独自的，孤独的=0
solitude   n.寂寞，独居=0
solo   n.独唱，独奏=0
solution   n.解决，溶液=0
solve   v.解答，溶解=0
solvency   n.偿付能力=0
solvent   adj.有偿付能力的=0
some   adj.若干，某一=0
somebody   pron.某人，重要人物=0
somehow   adv.以某种方式=0
someone   pron.有人，某人=0
something   pron.某事，某物=0
sometime   adv.日后，曾经=0
sometimes   adv.有时，不时=0
somewhat   adv.稍微，有点=0
somewhere   adv.某地，到某处=0
son   n.儿子=0
song   n.歌，歌词，鸟鸣=0
son-in-law   n.女婿=0
sonnet   n.十四行诗=0
sonyericsson   n.索尼愛立信通訊手機公司=0
soon   adv.不久，很快，早=0
soot   n.油烟，煤烟=0
soothe   v.安慰，使镇定=0
sophisticated   adj.复杂的，先进的=0
sophistication   n.世故=0
sore   adj.疼痛的，恼火的=0
sorrow   n.伤心，悲哀，忧患=0
sorrowful   adj.悲哀的，忧愁的=0
sorry   adj.难过的，遗憾的=0
sort   n.种类 v.分类，拣=0
soul   v.灵魂，心灵，人=0
sound   n.声，声音 v.听起来=0
soup   n.汤=0
sour   adj.酸的，不高兴的=0
source   n.来源，出处，源泉=0
south   n.南,南方 adj.南方的=0
southeast   n.东南(部)=0
southern   adj.南的，南方的=0
southward   adj.,adv.向南=0
southwest   n.西南(部)=0
souvenir   n.纪念品=0
sovereign   n.君主 adj.主权的=0
sovereignty   n.主权=0
sow   v.播种，散布 n.母猪=0
soy   n.酱油=0
space   n.空间，太空，空地=0
spacecraft   n.宇宙飞船=0
spaceship   n.太空船，宇宙飞船=0
spaceshuttle   n.航天飞机=0
spacious   adj.广阔的，宽敞的=0
spade   n.铲子，铁锹，黑桃=0
spain   n.西班牙=0
span   n.跨度；指距 v.跨越=0
spanish   adj.,n.西班牙人(的)=0
spare   v.腾出时间adj.备用的=0
spark   n.火花，火星=0
sparkle   v.发火花，闪耀=0
sparrow   n.麻雀=0
spatial   adj.空间的=0
speak   v.说话，发言，讲=0
speaker   n.说话者，发言人=0
spear   n.矛，枪=0
special   adj.特别的，专门的=0
specialist   n.专家=0
specialize   v.专攻，专门研究=0
specialized   adj.专业的，专门的=0
specially   adv.特地，专门地=0
specialty   n.专业，专长=0
species   n.物种，种类=0
specific   adj.特殊的，明确的=0
specification   n.规格，明细表=0
specify   v.详细说明，指定=0
specimen   n.标本，样本=0
spectacle   n.眼镜，场面，壮观=0
spectacular   adj.壮观的=0
spectator   n.观众，旁观者=0
spectrum   n.光谱=0
speculate   v.推测，投机=0
speculation   n.推测，投机=0
speculator   n.投机商=0
speech   n.演说，语言能力=0
speed   n.速度 v.飞驰=0
speedy   adj.快速的=0
spell   v.拼写，咒语=0
spelling   n.拼音，拼写=0
spend   v.花费，消耗=0
sphere   n.球体，范围，领域=0
spice   n.香料，调味品=0
spicy   adj.辛辣的=0
spider   n.蜘蛛=0
spill   v.溢出，流出=0
spin   v.自转，纺=0
spiral   adj.,n.螺旋(的)=0
spirit   n.精神，心灵 n.酒精=0
spiritual   adj.精神上的，心灵的=0
spit   v.吐，倾吐 n.唾液=0
spite   n.恶意，怨恨=0
splash   v.溅，泼=0
splendid   adj.辉煌的，灿烂的=0
split   v.劈，分割=0
spoil   v.损坏，宠坏=0
spokesman   n.发言人=0
sponge   n.海绵=0
sponsor   n.发起人，主办者=0
sponsorship   n.发起，主办=0
spontaneous   adj.自发的=0
spoon   n.汤匙=0
spoonful   adj.一匙的量=0
sport   v.运动，嬉戏=0
sportsman   n.运动员=0
sportsmanship   n.体育精神=0
spot   n.点，斑，污点，场所=0
sprain   v.,n.扭伤=0
spray   n.水雾 v.喷射=0
spread   v.伸开，散布，传播=0
spring   v.跳跃，萌芽 n.春季=0
sprinkle   v.洒，撒，不细雨=0
sprout   n.幼芽 v.出芽=0
spur   n.,v.刺激，鼓舞=0
spy   n.间谍=0
square   n.正方形，广场，平方=0
squash   v.压碎 n.果子汁=0
squat   v.蹲=0
squeeze   v.压，榨，挤=0
s. s.   n.(缩)轮船=0
squirrel   n.松鼠=0
stab   v.,n.刺，戳=0
stability   n.稳定性=0
stable   adj.稳固的，稳定的=0
stack   n.,v.推放，垛=0
stadium   n.露天运动场=0
staff   n.工作人员，棒子=0
stage   n.舞台，阶段 v.上演=0
stagger   v.蹒跚=0
stagnation   n.停滞=0
stain   n.污点，瑕疵 v.弄脏=0
stainless   adj.无瑕的，不锈的=0
stair   n.楼梯=0
staircase   n.扶手楼梯=0
stake   n.桩，赌注=0
stale   adj.陈旧的=0
stalk   n.主茎，叶柄=0
stall   n.厩，货摊=0
stammer   v.,n.口吃，结巴=0
stamp   n.邮票，图章 v.盖章=0
stand   v.站立，坐落，忍受=0
standard   n.标准 adj.标准的=0
standardize   v.标准化=0
standing   adj.常务的 n.地位=0
standpoint   n.立场，观点=0
standstill   n.停顿=0
staple   n.钉书钉，主要产品=0
stapler   n.钉书机=0
star   n.星 v.主演=0
stare   n.,v.凝视=0
start   v.开始，着手，发动=0
starting   n.出发，开始=0
startle   v.惊吓，使吃惊=0
starvation   n.饥饿=0
starve   v.挨饿，渴求=0
state   n.状态，国家，州=0
statement   n.声明，陈述=0
statesman   n.政治家，国务活动家=0
static   adj.静止的，静态的=0
station   n.站，台 v.驻扎=0
stationary   adj.固定的，稳定的=0
stationery   n.文具=0
statistical   adj.统计的=0
statistics   n.统计(学)=0
statue   n.雕像，铸像=0
status   n.形势，身分=0
statute   n.法令，章程，条例=0
stay   v.停留，暂住，保持=0
steadily   adv.稳固地，稳步地=0
steady   adj.平稳的，稳健的=0
steak   n.牛排，排骨=0
steal   v.偷窃=0
steam   n.汽，蒸汽 v.蒸=0
steamer   n.汽船=0
steel   n.钢=0
steep   adj.陡峭的=0
steer   v.驾驶，行驶=0
stem   n.茎=0
stencil   n.复写纸，蜡纸=0
step   n.脚步，台阶，步骤=0
stereo   n.立体声=0
sterling   adj.英镑的=0
stern   adj.严厉的，坚决的=0
stevedore   n.码头工人=0
stew   v.炖，煮 n.炖菜=0
steward   n.乘务员，男仆=0
stewardess   n.女乘务员，空姐=0
stick   n.枝，杆，手杖 v.扎=0
sticky   adj.黏的=0
stiff   adj.僵硬的，生硬的=0
still   adj.静止的 adv.仍旧=0
stillness   n.寂静，静止=0
stimulate   v.刺激，使兴奋=0
stimulation   n.刺激=0
sting   n.刺痛 v.刺，叮=0
stink   adj.臭的=0
stipulate   v.合同规定，约定=0
stipulation   n.规定=0
stir   v.搅拌，激起 n.骚动=0
stirring   adj.动人的=0
stitch   n.一针 v.缝合=0
stock   n.存货，股份 v.贮存=0
stocking   n.长袜=0
stomach   n.胃=0
stone   n.石头，石料，宝石=0
stony   adj.石头多的=0
stool   n.凳子=0
stoop   v.弯腰，屈从 n.俯身=0
stop   v.停止，终止 n.停止=0
storage   n.贮藏，货栈=0
store   n.商店 v.贮藏，储备=0
storey   n.楼层=0
storm   n.暴风雨，暴怒=0
stormy   adj.有暴风雨的=0
story   n.故事，小说，经历=0
stout   adj.肥胖的，结实的=0
stove   n.炉子，火炉=0
stow   v.装载，理舱=0
stowage   n.装载=0
straight   adj.直的 adv.笔直地=0
straightforward   adj.直爽的=0
straighten   v.弄直=0
strain   v.拉紧，扭伤，使紧张=0
strait   n.海峡=0
strand   n.(绳)股，缕=0
strange   adj.奇怪的，陌生的=0
stranger   n.新人，陌生人=0
strap   n.带，皮带=0
strategic   adj.战略的=0
strategy   n.战略，策略，计谋=0
straw   n.麦杆，稻草，吸管=0
strawberry   n.草莓=0
stray   v.迷路 adj.走失的=0
streak   n.纹理，条纹=0
stream   n.小溪，流=0
streamline   n.流线型 v.精简=0
street   n.大街=0
streetcar   n.有轨电车=0
strength   n.力气，力量，强度=0
strengthen   v.加强，巩固=0
stress   v.,n.强调，压力=0
stretch   v.伸展，拉长 n.伸展=0
strict   adj.严格的，精确的=0
strictly   adv.严格地，绝对=0
stride   adv.阔步走 n.阔步=0
strife   n.冲突，争斗=0
strike   v.打，攻击，罢工=0
striking   adj.引人注目的=0
string   n.细绳，弦，一串=0
strip   v.剥 n.窄条=0
stripe   n.条纹=0
strive   v.努力，奋斗=0
stroke   n.敲，笔划 v.抚摸=0
stroll   v.,n.散步，闲逛=0
stroller   n.散步者=0
strong   adj.强壮的，强烈的=0
strongly   adv.强烈地，强有力地=0
stronghold   n.堡垒，要塞=0
structural   adj.结构的，组织上的=0
structure   n.结构，构造，组织=0
struggle   v.,n.斗争，奋斗=0
stubborn   adj.顽固的，倔强的=0
student   n.学生，研究人员=0
studio   n.画室，工作间=0
study   v.,n.学习，研究=0
stuff   n.材料，东西 v.塞满=0
stuffy   adj.闷热的，不透气的=0
stumble   v.绊跌=0
stump   n.树桩，残茬=0
stupid   adj.愚蠢的，迟钝的=0
stupidity   n.愚蠢=0
sturdy   adj.健壮的=0
style   n.风格，时尚，作风=0
stylist   n.时装设计师=0
subdivide   v.细分，再分=0
subdue   v.战胜，征服=0
subject   n.题目，学科，主语=0
subjective   adj.主观的=0
subjunctive   adj.虚拟的=0
submarine   adj.海底的 n.潜水艇=0
submerge   v.浸没，淹没=0
submit   v.服从，呈交=0
subordinate   adj.下级的，辅助的=0
subordination   n.服从=0
subscribe   v.订购，订阅=0
subscription   n.预订，订购=0
subsequence   n.后果=0
subsequent   adj.以后的，后起的=0
subsequently   adv.后来，其后=0
subsidiary   adj.辅助的，次要的=0
substance   n.物质，实质=0
substantial   adj.可观的，实质的=0
substantiate   v.证实=0
substitute   n.,v.代替，代用品=0
substitution   n.代替=0
subtle   adj.敏锐的，微妙的=0
subtract   v.减去=0
subtraction   n.减法，减去=0
suburb   n.郊区，郊外=0
suburban   adj.郊区的=0
subway   n.地铁=0
succeed   v.成功，后继=0
success   n.成功=0
successful   adj.成功的=0
successfully   adv.成功地=0
succession   n.接连，继任=0
successive   adj.接连的，连续的=0
successor   n.继承人，继任者=0
such   adj.这样的，如此的=0
suck   v.吮，咂=0
sudden   adj.突然的，意外的=0
suddenly   adv.突然，忽然=0
suffer   v.遭受，受苦，忍受=0
suffering   n.苦难=0
suffice   v.足够，满足需要=0
sufficient   adj.充足的，充分的=0
sufficiently   adv.充分地，足够地=0
suffix   n.后缀=0
sugar   n.糖=0
suggest   v.建议，暗示=0
suggestion   n.建议，示意=0
suicide   n.自杀=0
suit   n.一身西服，起诉=0
suitable   adj.合适的，适宜的=0
suitcase   n.手提箱=0
suite   n.随员，一套(房间)=0
sullen   adj.板着脸的=0
sultry   adj.闷热的=0
sum   n.总数，会计 v.总结=0
summarize   v.概括，总结=0
summary   n.概要 adj.概括的=0
summer   n.夏季=0
summit   n.顶峰，最高点=0
summon   v.,n.召唤，召集=0
sun   n.太阳，阳光=0
sunburn   v.晒黑=0
sunday   n.星期日=0
sunflower   n.葵花=0
sunlight   n.阳光=0
sunny   adj.向阳的，晴朗的=0
sunrise   n.日出=0
sunset   n.日落=0
sunshine   n.日照，日光=0
super   adj.特级的，超级的=0
superb   adj.华丽的，超等的=0
superficial   adj.表面的，肤浅的=0
superinrtendent   n.管理人，负责人=0
superior   adj.优良的，上级的=0
superiority   n.优越(性)=0
supermarket   n.超级市场=0
supersede   v.代替=0
supersonic   adj.超音速的=0
superstition   n.迷信=0
superstitious   adj.迷信的=0
supervise   v.管理，监督，监考=0
supervision   n.监督=0
supervisor   n.监考人，监查=0
supper   n.晚餐=0
supplement   n.,v.增补，补充=0
supplementary   adj.补充的=0
supplier   n.供应商=0
supply   v.供应，供给=0
support   v.支持，资助，支援=0
supporter   n.支持者=0
suppose   v.猜想，假设=0
supposing   conj.假使=0
suppress   v.镇压，压制，遏止=0
suppression   n.镇压，压制=0
supreme   adj.最高的=0
surcharge   n.附加费，超载=0
sure   adj.有把握的，一定的=0
surely   adv.一定，肯定，谅必=0
surface   n.表面 adj.表面的=0
surge   n.,v.汹涌，波动=0
surgeon   n.外科医生=0
surgery   n.外科(学)=0
surmise   v.,n.猜想，推测=0
surname   n.姓=0
surpass   v.超过，胜过=0
surplus   n.过剩 adj.剩余的=0
surprise   v.使惊诧 n.惊奇=0
surprising   adj.惊人的=0
surrender   v.放弃，交出，投降=0
surround   v.包围=0
surroundings   n.环境，周围事物=0
survey   v.视察，测量 n.调查=0
surveyor   n.调查人，检验人=0
survival   n.幸存，遗风=0
survive   v.幸免于，幸存=0
survivor   n.幸存者=0
suspect   v.怀疑 n.嫌疑犯=0
suspend   v.吊，悬，暂停，停学=0
suspense   n.暂停，中止=0
suspicion   n.怀疑，嫌疑=0
suspicious   adj.可疑的，猜疑的=0
sustain   v.支撑，遭受=0
swallow   n.燕子 v.吞咽=0
swamp   n.沼泽=0
swan   n.天鹅=0
swarm   n.群 v.云集=0
sway   v.摇晃，影响=0
swear   v.宣誓，诅咒=0
sweat   v.出汗 n.汗水=0
sweater   n.运动衫，毛衣=0
swede   n.瑞典人=0
sweden   n.瑞典=0
swedish   adj.,n.瑞典人(的)=0
sweep   v.扫除，席卷=0
sweet   adj.甜的，甜蜜的=0
sweeten   v.变甜，加糖=0
sweetheart   n.心肝，宝贝=0
sweetness   n.甜味=0
swell   v.膨胀，肿=0
swift   adj.快的，迅速的=0
swim   v.游泳，游=0
swing   v.摇摆 n.秋千=0
swiss   n.瑞士人=0
switch   v.转换 n.开关=0
switzerland   n.瑞士=0
sword   n.剑=0
syllable   n.音节=0
symbol   n.象征，符号=0
symbolize   v.象征=0
symmetric   adj.对称的，匀称的=0
symmetry   n.对称=0
sympathetic   adj.同情的，有共鸣的=0
sympathize   v.同情=0
sympathy   n.同情，同感，共鸣=0
symphony   n.交响乐=0
symposium   n.座谈会，学术讨论会=0
symptom   n.症状，征兆=0
synonym   n.同义词=0
synthesis   n.综合，合成=0
synthetic   adj.合成的，人造的=0
system   n.系统，体制，制度=0
systematic   adj.系统的，有组织的=0
systematically   adv.有系统地=0
table   n.桌子，表格=0
tablet   n.药片=0
tabulate   v.制表，将...列表=0
tack   n.图钉=0
tackle   n.用具，辘轳 v.抓住=0
tact   n.机敏，圆滑=0
tactful   adj.机智的，老练的=0
tactics   n.战术，策略=0
tag   n.标签，货签=0
tail   n.尾巴，尾部=0
tailor   n.裁缝 v.缝制=0
take   v.拿，带，吃，乘=0
take-off   n.起飞=0
tale   n.故事=0
talent   n.人才，天资=0
talk   v.谈话 n.讲话，会谈=0
talkative   adj.罗嗦的=0
tall   adj.高的=0
tally   v.吻合，符合=0
tame   v.驯养，制报=0
tan   n.黄褐色 v.鞣草=0
tangle   v.缠绕，纠缠=0
tank   n.油箱，水箱，坦克=0
tanker   n.油轮=0
tap   v.叩击 n.轻敲=0
tape   n.条，带，磁带=0
tape-recorder   n.录音机=0
tape-recording   n.录音=0
tar   n.沥青，柏油=0
target   n.目标，对象，靶=0
tare   n.皮重=0
tariff   n.关税=0
task   n.工作，任务=0
taste   n.味道，趣味 v.品尝=0
tasteful   adj.有滋味的，好吃的=0
tax   n.税 v.征税=0
taxation   n.税(总称)，税务=0
taxi   n.出租汽车=0
tea   n.茶，茶叶=0
teach   v.教，教书，教导=0
teacher   n.教员，老师=0
teaching   n.教学，教导=0
teacup   n.茶杯=0
team   n.小队 v.协同工作=0
teapot   n.茶壶=0
tear   n.眼泪 v.撕，拔=0
tease   v.取笑，逗乐=0
technical   adj.技术的，技能的=0
technician   n.技术员，技师=0
technique   n.技术，技巧=0
technological   adj.技术的，工艺的=0
technology   n.技术，工艺=0
tedious   adj.腻烦的，乏味的=0
teenager   n.(十几岁的)少年=0
teens   n.十多岁=0
telefax   n.传真 v.发传真=0
telegram   n.电报=0
telegraph   n.电报=0
telephone   n.电话 v.打电话=0
telescope   n.望远镜=0
